标签：1
数据：
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.027451,0.094118,0.329412,0.474510,0.333333,0.054902,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.011765,0.168627,0.509804,0.627451,0.678431,0.658824,0.796078,0.247059,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.196078,0.741176,0.701961,0.294118,0.105882,0.207843,0.741176,0.384314,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.011765,0.470588,0.725490,0.164706,0.070588,0.349020,0.768627,0.905882,0.301961,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.027451,0.552941,0.737255,0.470588,0.549020,0.631373,0.811765,0.803922,0.137255,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.003922,0.176471,0.454902,0.450980,0.254902,0.254902,0.752941,0.400000,0.015686,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.066667,0.611765,0.674510,0.086275,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.286275,0.839216,0.317647,0.003922,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.039216,0.572549,0.713726,0.094118,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.105882,0.760784,0.356863,0.011765,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.058824,0.349020,0.086275,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
