标签：1
数据：
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.019608,0.078431,0.086275,0.023529,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.054902,0.372549,0.662745,0.674510,0.466667,0.078431,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.031373,0.462745,0.690196,0.325490,0.270588,0.592157,0.301961,0.007843,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.203922,0.752941,0.274510,0.007843,0.003922,0.207843,0.654902,0.200000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.407843,0.650980,0.062745,0.000000,0.043137,0.400000,0.866667,0.352941,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.403922,0.607843,0.066667,0.078431,0.403922,0.556863,0.776471,0.294118,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.172549,0.674510,0.568627,0.545098,0.403922,0.184314,0.694118,0.156863,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.007843,0.192157,0.376471,0.243137,0.035294,0.200000,0.713726,0.109804,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003922,0.329412,0.662745,0.074510,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.023529,0.537255,0.658824,0.058824,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.011765,0.345098,0.482353,0.043137,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.023529,0.050980,0.003922,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
