标签：1
数据：
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.007843,0.078431,0.121569,0.050980,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.003922,0.160784,0.690196,0.854902,0.423529,0.011765,0.023529,0.023529,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.011765,0.207843,0.643137,0.733333,0.901961,0.517647,0.372549,0.556863,0.403922,0.031373,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.180392,0.760784,0.662745,0.247059,0.819608,0.827451,0.921569,0.984314,0.760784,0.090196,0.000000,0.000000,0.000000
0.000000,0.000000,0.019608,0.482353,0.850980,0.325490,0.454902,0.866667,0.729412,0.533333,0.831373,0.647059,0.050980,0.000000,0.000000,0.000000
0.000000,0.000000,0.039216,0.596078,0.933333,0.752941,0.694118,0.372549,0.098039,0.164706,0.819608,0.541176,0.023529,0.000000,0.000000,0.000000
0.000000,0.000000,0.007843,0.243137,0.643137,0.521569,0.152941,0.007843,0.000000,0.278431,0.874510,0.392157,0.007843,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.007843,0.054902,0.035294,0.000000,0.000000,0.003922,0.380392,0.898039,0.337255,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.007843,0.513726,0.937255,0.337255,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.007843,0.521569,0.941176,0.337255,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003922,0.403922,0.788235,0.247059,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.047059,0.105882,0.027451,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
